Is Mark Zuckerberg Really Giving Away Millions to Facebook Users?	http://urbanlegends.about.com/od/facebook/ss/Zuckerberg-Gives-Millions-to-Facebook-Users-Hoax.htm
Are Months With 5 Fridays, Saturdays and Sundays All That Special?	http://urbanlegends.about.com/od/errata/ss/5-Fridays-5-Saturdays-5-Sundays.htm
Don't Fall for the '16 Dead in Roller Coaster Accident' Scam	http://urbanlegends.about.com/od/facebook/ss/16-People-Dead-in-Roller-Coaster-Accident-Florida.htm
Will Facebook Really Donate Money to This Boy If I Share His Picture?	http://urbanlegends.about.com/od/facebook/ss/14-Year-Old-Boy-Beaten-Half-Dead.htm
Scam Posts Claim 700-Pound Snake Found in a Lake	http://urbanlegends.about.com/od/facebook/ss/800-Pound-Snake-Pulled-Out-of-Lake-in-Chicago.htm
Are There 52 Thoroughbred Horses in Need of Your Help?	http://urbanlegends.about.com/od/facebook/ss/52-Thoroughbred-Horses-Need-Homes.htm
Don't Be Fooled by This Fake Amber Alert!	http://urbanlegends.about.com/b/2010/04/19/fake-amber-alert-spreads-far-and-wide-and-fast-via-sms-twitter.htm
Make Personalized Comics with the Free Bitstrips Comic Builder App	https://www.lifewire.com/make-personalized-comics-3485734
Chain-Letter Ghost Story About the Little Girl Clarissa	http://urbanlegends.about.com/od/ghoststories/a/Clarissa-Chain-Letter.htm
Facebook Rumors & Hoaxes	http://urbanlegends.about.com/od/facebook/
Did Facebook Ban This Nativity Picture as "Offensive"?	http://urbanlegends.about.com/od/facebook/ss/Facebook-Bans-Nativity-Picture.htm
Is That Thing About Facebook Charging $5.99 for Privacy True?	http://urbanlegends.about.com/od/facebook/fl/Facebook-to-Charge-599-to-Keep-Your-Status-Private-No-Its-a-Hoax.htm
This Has to Be a Prank, Right? Facebook Closed for Maintenance?	http://urbanlegends.about.com/od/facebook/ss/Facebook-Closed-For-Maintenance.htm
As shared on Facebook, Jan. 6, 2014:	http://urbanlegends.about.com/od/facebook/ss/Facebook-Closing-Down-March-15th.htm
The Truth About Facebook's Graph Search And Your Privacy	http://urbanlegends.about.com/od/facebook/ss/Facebook-Graph-App-And-Privacy.htm
Common Misinformation About Your Facebook Privacy Settings	http://urbanlegends.about.com/od/facebook/ss/Facebook-Privacy-Settings.htm
Viral "Privacy Notice" on Facebook Has No Legal Standing	http://urbanlegends.about.com/od/facebook/ss/Facebook-Privacy-Notice.htm
Is Facebook Going to Start Charging Membership Fees?	http://urbanlegends.about.com/od/business/a/facebook_charge.htm
"Giant Python Caught in the Red Sea" Video Is a Scam	http://urbanlegends.about.com/od/facebook/ss/Giant-Python-Caught-in-the-Red-Sea.htm
As shared on Facebook, Feb. 11, 2014:	http://urbanlegends.about.com/od/facebook/ss/Ghost-Caught-on-Tape-Video.htm
Watch Out for the "Anaconda Swallows Zookeeper" Video Scam	http://urbanlegends.about.com/od/facebook/ss/SCAM-Giant-Anaconda-Swallows-Up-Zookeeper-Video.htm
Facebook Users, Beware of Lurid 'Shocking Video' Come-ons	http://urbanlegends.about.com/od/facebook/ss/Girl-Killed-Herself-on-Cam-Video.htm
Is There a Real "Black Muslim in the White House" Virus Threat?	http://urbanlegends.about.com/od/virushoaxes1/a/black_in_the_white_house_virus.htm
The Truth About Facebook Chain Status Updates	https://www.lifewire.com/truth-about-facebook-chain-status-updates-2487399
'Great White Shark Tears Captain Apart' Video	http://urbanlegends.about.com/od/facebook/ss/Great-White-Shark-Tears-Captain-Apart.htm
Hackers Post Porn Movies in Members' Profiles	http://urbanlegends.about.com/od/facebook/ss/Facebook-Hoax-Claims-Giraffe-Challenge-Created-by-Hackers.htm
Harly A. Andrews Prayer Request	https://www.lifewire.com/truth-about-facebook-chain-status-updates-2487399
'Hijacker Video of Malaysia Airlines Flight MH370'	http://urbanlegends.about.com/od/facebook/ss/Hijacker-Video-of-Malaysia-Airlines-Flight-MH370.htm
Huge Plane Crashes Into Bridge	http://urbanlegends.about.com/od/facebook/ss/Huge-Plane-Crashes-Into-Bridge.htm
Head & Shoulders Shampoo Warning	http://urbanlegends.about.com/od/facebook/ss/Shampoo-Warning-Video-Scam.htm
'Hungry Bear Tear Women into Pieces' Video	http://urbanlegends.about.com/od/facebook/ss/Hungry-Bear-Tear-Women-into-Pieces-Scam.htm
'Invitation Facebook' Virus Warning	http://urbanlegends.about.com/od/virushoaxes1/a/black_in_the_white_house_virus.htm
'Malaysian Airlines Finally Found!' Video	http://urbanlegends.about.com/od/facebook/ss/Malaysian-Airlines-Finally-Found-Video-Scam.htm
Linda Smith / Jason Lee / Amy Allen 'Virus' Warning	http://urbanlegends.about.com/od/facebook/ss/Linda-Smith-Jason-Lee-Virus-Hoax.htm
'Malaysian Airlines Finally Found!' Video	http://urbanlegends.about.com/od/facebook/ss/Malaysian-Airlines-Finally-Found-Video-Scam.-D-2.htm
'Mermaid Found Inside a Shark' Video	http://urbanlegends.about.com/od/facebook/ss/Mermaid-Found-Inside-a-Shark-Video.htm
'Missing Airlines MH370 of Malaysia Is Foung' Video	http://urbanlegends.about.com/od/facebook/ss/SCAM-Missing-Airlines-MH370-of-Malaysia-Found-850KM-Away.htm
Missing Child: Kelsie Lee	http://urbanlegends.about.com/od/facebook/ss/Kelsie-Lee-Missing-Child-Peachtree-Corners.htm
'Mysterious Malaysia Plane Finally Found!' Video	http://urbanlegends.about.com/od/facebook/ss/Mysterious-Malaysia-Plane-Finally-Found-Video-Scam.htm
Photo Tagging 'Virus'	http://urbanlegends.about.com/od/fooddrink/ss/Pepsi-HIV-Blood.htm
'Malaysian Plane Crash Is FOUND!' Video	http://urbanlegends.about.com/od/facebook/ss/Malaysian-Plane-Crash-Is-Found-Scam.htm
'Scariest Snake Ever!' Video	http://urbanlegends.about.com/od/facebook/ss/Scariest-Snake-Ever-Video.htm
'Miley Cyrus Found Dead of Overdose' Video	http://urbanlegends.about.com/od/facebook/ss/Miley-Cyrus-Found-Dead.htm
'Robin Williams Says Goodbye' Video Scam	http://urbanlegends.about.com/od/facebook/fl/Robin-Williams-Says-Goodbye-Video.htm
Profile Hacker Warning	http://urbanlegends.about.com/od/facebook/ss/Facebook-Profile-Hackers.htm
'Shocking Accident on the Roller Coaster' Video	http://urbanlegends.about.com/od/facebook/ss/Shocking-Accident-on-the-Roller-Coaster-Video.htm
'Sylvester Stallone Died in Car Accident' Video	http://urbanlegends.about.com/od/facebook/ss/Sylvester-Stallone-Died-in-Car-Accident-Hoax.htm
'OMG She Ended Up in Emergency After Friends Did This' Video	http://urbanlegends.about.com/od/facebook/ss/OMG-She-Ended-Up-in-Emergency-After-Friends-Did-This-Video.htm
Spongebob Squarepants Cancelled	http://urbanlegends.about.com/od/facebook/ss/Spongebob-Cancelled.htm
Starbucks Gift Card Scam	http://urbanlegends.about.com/od/facebook/
'This Baby Has Cancer' Hoax	http://urbanlegends.about.com/od/facebook/ss/This-Baby-Has-Cancer-Hoax.htm
Top 5 Signs the Video You're About to Share Is a Scam	http://urbanlegends.about.com/od/facebook/tp/Top-5-Signs-the-Video-Youre-About-to-Share-Is-a-Scam.htm
