Yavex USA Sent Ammo to Terrorists in Shipping Containers-Mostly Fiction!			https://www.truthorfiction.com/yavex-usa-ammunition-headed-terrorists-europe/
Shooter Arcan Cetin Illegally Voted 3 Times-Mostly Fiction!			https://www.truthorfiction.com/shooter-arcan-cetin-voted-3-times-despite-lack-of-green-card/
Obama Asks Americans to Cancel 9/11 Tributes that would Offend Muslims-Fiction!			https://www.truthorfiction.com/obama-asks-americans-cancel-911-tributes-offend-muslims/
Hillary Clinton VP Pick Tim Kaine’s Ties to Radical Islam-Truth! & Fiction!			https://www.truthorfiction.com/hillary-clinton-vp-pick-tim-kaine-ties-radical-islam/
Muslim Group Donates $87,000 to Family of Orlando Shooter-Fiction!			https://www.truthorfiction.com/muslim-group-donates-87000-family-orlando-shooter/
Akbar the Skateboarder Video Shows Suicide Bomber Mishap-Fiction!			https://www.truthorfiction.com/akbar-skateboarder-video-shows-suicide-bomber-mishap/
All 4th of July Fireworks Canceled Due to Terrorism Fears-Fiction!			https://www.truthorfiction.com/4th-july-fireworks-canceled-due-terrorism-fears/
Marco Rubio: Orlando Shooting God’s Sign I’m Needed in Senate-Fiction!			https://www.truthorfiction.com/marco-rubio-orlando-shooting-sign-im-needed-senate/
Seddique Mateen Visits White House; Meets with President Obama-Unproven!			https://www.truthorfiction.com/seddique-mateen-visits-white-house-meets-president-obama/
Laila Alawa Hired by Obama to Department of Homeland Security Post- Truth! & Fiction!			https://www.truthorfiction.com/laila-alawa-hired-obama-department-homeland-security-post/
The Math Doesn’t Add Up in the Orlando Nightclub Shooting-Fiction!			https://www.truthorfiction.com/math-doesnt-add-orlando-nightclub-shooting/
Denny’s Waitress Assaulted by Muslim Men for Serving Bacon-Fiction!			https://www.truthorfiction.com/dennys-waitress-assaulted-muslim-men-serving-bacon/
Hillary Clinton’s Connection to Orlando Shooter Omar Mateen-Reported as Fiction!			https://www.truthorfiction.com/hillary-clintons-connection-orlando-shooter-omar-mateen/
Chick-fil-A Response to Orlando Shootings-Truth!			https://www.truthorfiction.com/chick-fil-a-response-to-orlando-shootings/
There Were Multiple Shooters at Pulse in Orlando-Fiction!			https://www.truthorfiction.com/multiple-shooters-pulse-orlando/
