Warnings About Shark Finning-Truth!			https://www.truthorfiction.com/warnings-shark-finning-truth/
Ligers Are Biggest Cats in the World-Truth!			https://www.truthorfiction.com/ligers-biggest-cats-world/
Great White Shark Caught in Great Lakes-Fiction!			https://www.truthorfiction.com/great-white-shark-captured-great-lakes/
Obama Replaces Bald Eagle with Buffalo As Symbol of America-Fiction!			https://www.truthorfiction.com/obama-replaces-bald-eagle-buffalo-symbol-america/
Social Media Posts Make Claims About Veal Crates-Fiction!			https://www.truthorfiction.com/social-media-posts-make-claims-veal-crates/
BHA in Milk-Bone Dog Treats Causes Cancer-Unproven!			https://www.truthorfiction.com/bha-milk-bone-dog-treats-causes-cancer/
Opossums Kill Ticks, Help Stop the Spread of Lyme Disease-Mostly Truth!			https://www.truthorfiction.com/opossums-kill-ticks-help-stop-spread-lyme-disease/
Nylabone Dog Treats Are Toxic and Cause Seizures-Reported as Fiction!			https://www.truthorfiction.com/nylabone-dog-treats-toxic-cause-seizures/
Video Shows High Diving Giraffes-Fiction!			https://www.truthorfiction.com/video-shows-high-diving-giraffes/
Florida Man Emasculated in Attempted Pit Bull Rape-Fiction!			https://www.truthorfiction.com/florida-man-emasculated-in-attempted-pit-bull-rape/
52 Free Horses Need a Home-Now Resolved!			https://www.truthorfiction.com/52-free-horses-need-a-home/
Photo of a Wolf Pack Explains Wolf Behavior-Fiction!			https://www.truthorfiction.com/photo-of-a-wolf-pack-explains-wolf-behavior/
Saudi Arabian Racehorse Executed for Being Homosexual-Fiction!			https://www.truthorfiction.com/saudi-arabian-racehorse-executed-for-being-homosexual/
41-lb. Rat Captured in New York City-Fiction!			https://www.truthorfiction.com/41-lb-rat-captured-in-new-york-city/
Photo of Asian Beetles Embedded in a Dog’s Mouth-Truth!			https://www.truthorfiction.com/photo-of-asian-beetles-embedded-in-a-dogs-mouth/
430-Pound Deer in Hartford, Michigan, Shot by Hunter- Truth! & Fiction!			https://www.truthorfiction.com/430-pound-deer-in-hartford-michigan-shot-by-hunter/
Biggest Anaconda Snake in the World Captured in Africa-Fiction!			https://www.truthorfiction.com/biggest-anaconda-snake-in-the-world-captured-in-africa/
Famous Poacher Hunter Vows to Avenge Cecil the Lion’s Death-Mostly Fiction!			https://www.truthorfiction.com/famous-poacher-hunter-vows-to-avenge-cecil-the-lions-death/
Sylvester Stallone Was Homeless and Sold His Dog to Make Rocky-Mostly Truth!			https://www.truthorfiction.com/sylvester-stallone-was-homeless-and-sold-his-dog-to-make-rocky/
Photo Shows a Giant Hawaiian Cane Spider-Fiction!			https://www.truthorfiction.com/photo-shows-a-giant-hawaiian-cane-spider/
Dinosaur Egg Hatches at Museum in Berlin-Fiction!			https://www.truthorfiction.com/dinosaur-egg-hatches-at-museum-in-berlin/
Warnings About Dogs Burning Their Feet on Hot Pavement-Truth! & Misleading!			https://www.truthorfiction.com/warnings-about-dogs-burning-their-feet-on-hot-pavement/
Canine Carry Outs Dog Treats Poison Dogs with Antifreeze-Fiction!			https://www.truthorfiction.com/canine-carry-outs-dog-treats-poison-dogs-with-antifreeze/
President’s Dog, Bo, and Handler Flew Alone in a Separate Plane to Maine-Fiction!			https://www.truthorfiction.com/bo-flies-solo/
Ligers-a cross between a lion and a tiger-Truth!			https://www.truthorfiction.com/ligers/
Strange Sea Creatures Washed Up From the Tsunami-Fiction!			https://www.truthorfiction.com/tsunamifish/
Huge Moose shot in Russia-Truth!			https://www.truthorfiction.com/russian-moose/
Record catfish taken from Texas lake-Truth! & Fiction!			https://www.truthorfiction.com/catfish/
Tried to Barbecue a Kitten?			https://www.truthorfiction.com/kitten/
Picture of a great white shark attacking a soldier hanging from a helicopter-Fiction!			https://www.truthorfiction.com/shark-copter/
“Bear Farms” in China torturing hundreds of bears-Truth!			https://www.truthorfiction.com/bearprisons/
Shark that attacked Florida boy was actually on a fishing line-Fiction!			https://www.truthorfiction.com/sharkattack/
Running Herd of Bison in Yellowstone is an Indication of Volcanic Eruption-Fiction!			https://www.truthorfiction.com/bison-run/
Reggie the Black Lab’s Adoption-Fiction!			https://www.truthorfiction.com/reggie-black-lab/
Man on Beach Attacked by Killer Whale-Fiction!			https://www.truthorfiction.com/orca-eats-man/
Environmental fears over Navy sonar-Truth!			https://www.truthorfiction.com/navysonar/
The World’s Most Expensive Coffee is From Beans Cycled Through an Indonesian  Monkey’s Digestive System-Truth!			https://www.truthorfiction.com/kopiluwak/
Deadly Snow Snakes in Ohio and Pennsylvania-Fiction!			https://www.truthorfiction.com/deadly-snow-snake/
British Scientists Clone Dinosaur-Fiction!			https://www.truthorfiction.com/scientists-clone-dinosaur/
Pets dying from Swiffer Wetjet-Fiction!			https://www.truthorfiction.com/swiffer/
Donate to save Toby the rabbit-Unproven!  Probable Hoax!			https://www.truthorfiction.com/savetoby/
Vote for the Palm Beach Zoo in Microsoft Contest!-Truth!			https://www.truthorfiction.com/palmbeachzoon/
Huge mountain lion of Kansas and Pennsylvania-Fiction!			https://www.truthorfiction.com/mountainlion/
The Cat That Dropped Out of Heaven-Unproven!			https://www.truthorfiction.com/kitten-from-heaven/
Kosher slaughter of animals banned in Holland-Fiction!			https://www.truthorfiction.com/kosherslaughter/
Little African girl saved from pursuers by lions-Disputed!			https://www.truthorfiction.com/lionsave/
The young man who raffled a dead donkey and grew up to be the chairman of Enron-Fiction!			https://www.truthorfiction.com/horsetrader/
The Crocodile Combing the Waters of New Orleans Looking for People to Eat – Fiction!			https://www.truthorfiction.com/hurricane-croc/
Iams mistreat of animals in contract labs-Disputed!			https://www.truthorfiction.com/iams/
Giant hogs killed by hunters in Georgia-Truth!			https://www.truthorfiction.com/hogzilla/
Pictures of Alligator Swimming with Dead Deer in Its Mouth-Truth!			https://www.truthorfiction.com/gator/
The baby hippo and the tortoise who became friends after the tsunami-Truth!			https://www.truthorfiction.com/hippo-tort/
Dead deer found atop power pole-Truth!			https://www.truthorfiction.com/deerpole/
The Birds that Collected Coins at a Car Wash-Truth!			https://www.truthorfiction.com/car-wash/
Catfish with child’s basketball in its mouth-Truth!			https://www.truthorfiction.com/catfish-ball/
The “Beaver Dam” correspondence between the state of Michigan and a land owner-Truth!			https://www.truthorfiction.com/beaverdam/
U.S. Attorney General John Ashcroft believes calico cats are of thedevil-Fiction!			https://www.truthorfiction.com/ashcroft-calico/
The sea creature found on the shores of Nova Scotia-Truth!			https://www.truthorfiction.com/bay-of-fundycreature/
Forty Two Midgets Mutilated by a Lion in Cambodia Contest-Fiction!			https://www.truthorfiction.com/bbc-fake/
Young girl with serious health problems from Wal-Mart milk-Unproven!			https://www.truthorfiction.com/wal-mart-milk/
Life Changing Experience with a Baby Sea Lion -Truth!			https://www.truthorfiction.com/sea-lion-encounter/
Giant Squid Washes up on Santa Monica Beach-Fiction!			https://www.truthorfiction.com/giant-squid/
Pronged Collars Should be Banned Because They are Harmful to Dogs-Fiction!			https://www.truthorfiction.com/pronged-dog-collar-ban/
The fisherman who befriended a great white shark-Fiction!			https://www.truthorfiction.com/petshark/
Photo of Elk Hunter With Mountain Lion Watching in Background-Fiction!			https://www.truthorfiction.com/elk-hunter-lion/
Chimpanzee Mothering Tiger Cubs-Truth!			https://www.truthorfiction.com/chimpmomma/
Photo From a Moose Hunting Trip That Went Wrong-Fiction!			https://www.truthorfiction.com/moose-hunter-test/
Photo From a Moose Hunting Trip That Went Wrong-Fiction!			https://www.truthorfiction.com/moose-hunter/
Artist allowed a dog to starve to death in art exhibit-Disputed!			https://www.truthorfiction.com/vargas/
